Mermaid Red,Coronado Brewing Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Four Brothers Pale Ale,Coronado Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Coronado Golden Ale,Coronado Brewing Company,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Old Guardian Barley Wine 2003,Stone Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dorado Double IPA,Ballast Point Brewing,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Old 395 Barleywine,San Diego Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Mission Gorge Porter,San Diego Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Grantville Gold,San Diego Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Town Nut Brown,San Diego Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Amber,San Diego Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Friars IPA,San Diego Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Levitation Ale,Stone Brewing Co.,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Imperial Stout 2003,Stone Brewing Co.,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Lil Devil,AleSmith Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pure Hoppiness,Alpine Beer Company,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Smoked Porter,Stone Brewing Co.,United States,Irish Ale,Porter,Dark and roasty,Burgers
Stone Pale Ale,Stone Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Winter Wheat,San Marcos Brewery & Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oatmeal Stout,San Marcos Brewery & Grill,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pale Ale,San Marcos Brewery & Grill,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Amber Ale,San Marcos Brewery & Grill,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
X-Tra Pale,San Marcos Brewery & Grill,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Caber Tossed,San Marcos Brewery & Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cinnabarr,San Marcos Brewery & Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old English Ale,San Marcos Brewery & Grill,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Honey Ale,San Marcos Brewery & Grill,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Premium Golden Ale,San Marcos Brewery & Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Ding Ding Double IPA,Oggi's Pizza and Brewing - Vista,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Irish Stout,Oggi's Pizza and Brewing - Vista,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Torrey Pines IPA,Oggi's Pizza and Brewing - Vista,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Sunset Amber Ale,Oggi's Pizza and Brewing - Vista,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Paradise Pale Ale,Oggi's Pizza and Brewing - Vista,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Sweet Spot Hefe,Oggi's Pizza and Brewing - Vista,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
California Gold,Oggi's Pizza and Brewing - Vista,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Skye Strong Ale,Port Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bombshell Barleywine,Port Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Red Square,Port Brewing Company,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Broken Keg Ice Bock,Port Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Z-U-Later Doppelbock,Port Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Frank Double IPA,Port Brewing Company,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Creamy Stout,Sports City Cafe & Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Brown Ale,Sports City Cafe & Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
India Pale Ale,Sports City Cafe & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Pale Ale,Sports City Cafe & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Red Ale,Sports City Cafe & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Belgian Abbey Red,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Padre Porter,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Star of India Pale Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Downtown After Dark,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Red Trolley Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Amber Lager,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Endless Summer Gold,Karl Strauss Brewery Gardens - Sorrento Mesa,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Sprecher Russian Imperial Stout,Sprecher Brewing,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Sprecher Abbey Triple,Sprecher Brewing,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Blackfriar,Inveralmond Brewery,United Kingdom,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Borsodi,Borsodi,Hungary,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Van den Vern Grand Cru,De Proef Brouwerij,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Tripel Krullekop,De Proef Brouwerij,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Diamond Imperial Porter,Siletz Roadhouse & Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Mojo Ale,Siletz Roadhouse & Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Satin Solstice Imperial Stout,Central Waters Brewing Company,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Snake Chaser,Lakefront Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Paddle Me IPA,Siletz Roadhouse & Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Oktober Fest - Mrzen,Brauerei Aying Franz Inselkammer KG,Germany,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Heller Hound Bock Beer,Flying Dog Brewery,United States,German Lager,German-Style Heller Bock/Maibock,Malty and roasty,Steak
Sirius,Lagunitas Brewing Company,United States,Other Style,American-Style Cream Ale or Lager,Hoppy and bitter,Chicken
Troubadour,Brouwerij The Musketiers,Belgium,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Bete des Vosges,Brasserie des Vosges,France,British Ale,Old Ale,Hoppy and bitter,Chicken
Saxo,Brasserie La Caracole,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Millennium Brew,George Gale & Company,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Empire India Pale Ale,Burton Bridge Brewery,United Kingdom,British Ale,English-Style India Pale Ale,Varies,Cheese
Thunder Storm,Hop Back Brewery,United Kingdom,North American Lager,American-Style Lager,Clean and crisp,Pasta
Voyageur Extra Pale Ale,James Page Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Burly Brown Ale,James Page Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Dark Walnut Stout,Northwoods Brewpub Grill,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Birch Wood Ale,Northwoods Brewpub Grill,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Red Cedar Red,Northwoods Brewpub Grill,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Whitetail Wheat,Northwoods Brewpub Grill,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Half Moon Gold,Northwoods Brewpub Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bubba,Northwoods Brewpub Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Irish Red,Northwoods Brewpub Grill,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
White Weasel Beer,Northwoods Brewpub Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Nikolausbier Altfrnkisches Dunkel,Brgerbru Wolnzach,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hell,Brgerbru Wolnzach,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Spring Bock,Stevens Point Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Roggenbier,Brgerbru Wolnzach,Germany,North American Lager,American-Style Lager,Clean and crisp,Pasta
Adler Bru Doppel Bock Beer,Appleton Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Adler Bru Winter Ale,Appleton Brewing,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Adler Bru Eagle Lager,Appleton Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Prostrator Doppelbock,Nicolet Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Dark Pilsener,Nicolet Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Classic Pilsener,Nicolet Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gold Rush (discontinued),Rail House Restaurant and Brewpub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Northwind Imperial Stout,Two Brothers Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Satan Gold,Brouwerij De Block,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wooden Ships ESB,Great Dane Pub and Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,Great Dane Pub and Brewing #1,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Old Scratch Barleywine 2002,Great Dane Pub and Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bru-Weisse,Brauerei Aying Franz Inselkammer KG,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Weisse Dunkel,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pseudo Lambic Framboise,LaConner Brewing,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Geuze Boon,Brouwerij Boon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Cuve Ren Grand Cru Gueuze Lambic,Brouwerij Lindemans,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Iris,Brasserie-Brouwerij Cantillon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Ros de Gambrinus,Brasserie-Brouwerij Cantillon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Oude Kriek,Hanssens Artisanal,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Kriek-Lambic,Brasserie-Brouwerij Cantillon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Samichlaus Bier 2003,Schloss Eggenberg,Austria,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Porter IV,Oy Sinebrychoff AB,Finland,North American Ale,American-Style Stout,Dark and roasty,Vegetables
The Hairy Eyeball,Lagunitas Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Malheur MM,Brouwerij De Landtsheer,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
India Pale Ale,Goose Island Beer Company - Fulton Street,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Eastside Dark,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Big Easy Beer,Lakefront Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Old Knucklehead 2003,BridgePort Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Doppel-Hirsch Bavarian-Doppelbock,Hirschbru Privatbrauerei Hss,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Bottle Conditioned Porter,BridgePort Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Black Strap Stout,BridgePort Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Bavarian-Weissbier Hefeweisse / Weisser Hirsch,Hirschbru Privatbrauerei Hss,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Celis White,Michigan Brewing,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Bridgeport India Pale Ale,BridgePort Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Blue Heron Pale Ale,BridgePort Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
ESB,BridgePort Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Stille Nacht,Brouwerij De Dolle Brouwers,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hop Pocket Ale,Tuppers Hop Pocket Ale,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Holiday Spice Lager Beer,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Samuel Adams Utopias MMIV,Boston Beer Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Grand Cru 2003,AleSmith Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,New Glarus Brewing Company,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
7th Anniversary IPA,Stone Brewing Co.,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Nora,Birrificia Le Baladin,Italy,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bellegems Bruin,Brouwerij Bockor,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bire du Boucanier,ICOBES b.v.b.a.,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Porter Boom,Pivovar Pardubice a.s.,Czech Republic,Irish Ale,Porter,Dark and roasty,Burgers
Bajuvator Doppelbock,Tucher Bru,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Roundabout Oatmeal Stout,Fifty Fifty Brewing Co.,United States,British Ale,Oatmeal Stout,Dark and roasty,Vegetables
Ale,Black Sheep Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bombardier Premium Ale,Charles Wells Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Christmas Ale 2003,Anchor Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Stock Ale 2002,North Coast Brewing Company,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Ruination IPA,Stone Brewing Co.,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Primctor Double 24% / Primctor Double Bock Beer,Pivovar Nchod,Czech Republic,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Salvation,Avery Brewing Company,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Schokolade Bock,Millstream Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Winterkoninkse,Brouwerij Kerkom,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Toasted Oats & Molasses Brown Ale,Titletown Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Gouyasse / Goliath,Brasserie des Gants,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pumpkin Ale,Hops Haven Brew Haus,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Port Washington Old Port Porter,Hops Haven Brew Haus,United States,Irish Ale,Porter,Dark and roasty,Burgers
"Triple \H\""""",Hops Haven Brew Haus,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Maslifter Oktoberfest,Hops Haven Brew Haus,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Port Washington Amber Ale,Hops Haven Brew Haus,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Port Washington Pier 96 Lager,Hops Haven Brew Haus,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Munich Dunkel,Courthouse Pub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Reichelbru Eisbock,Kulmbacher Brauerei AG,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Waldschlsschen Dunkel,Brauhaus am Waldschlasschen,Germany,German Lager,German-Style Schwarzbier,Dark and roasty,Vegetables
Tripel,New Glarus Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bruin Tradition / Brune Tradition,Brasserie La Binchoise,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Reserve Speciale / Spciale No l,Brasserie La Binchoise,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Hook Porter,Redhook Ale Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Downtown Brown,Lost Coast Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Autumnal Fire,Capital Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Hacker-Pschorr Hubertus Bock,Paulaner,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Goudenband 2002,Brouwerij Liefmans,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,Oasis Brewery and Restaurant,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Primctor Blonde Bock Beer,Pivovar Nchod,Czech Republic,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Princess of Darkness Porter,Titletown Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Rycerskie,Browar Namys Sp. z o.o.,Poland,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Roundhouse Rye,Titletown Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Oktoberfest,Goose Island Beer Company - Fulton Street,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Oktoberfest,Lakefront Brewery,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Ultra Ambre,Brasserie d'Ecaussinnes,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Edison Light Beer,New Century Brewing Company,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
James Squire Australian Best Ale Limited Release,Malt Shovel Brewery,Australia,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Sprecher Oktoberfest,Sprecher Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Samuel Adams Triplebock 1995,Boston Beer Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hoptoberfest,Redhook Ale Brewery,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Festbier,Bayerische Staatsbrauerei Weihenstephan,Germany,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Lizard Lager,Stevens Point Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
William Capen Bitter Ale,Slab City Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Full Tilt IPA,Harbor City Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Christmas Ale,Harvey & Son (Lewes),United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Tripel Reserve,Allagash Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hop Rod Rye,Bear Republic Brewery,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Northern Glory Premium Ale,Frederic Robinson Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Riggwelter Yorkshire Ale,Black Sheep Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Trappist Blond,Brouwerij De Achelse Kluis,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lucifer,Liefmans Breweries,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Tie Die Red,Park City Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Saranac Hefeweizen,F.X. Matt Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Chief Blackhawk Porter,Tyranena Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Dort,Gulpener Bierbrouwerij,Netherlands,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
8-Ball Stout,Lost Coast Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Milkhouse Stout,Slab City Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Old 47 Ale,Slab City Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Shawano Gold,Slab City Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Speciale Reserve Ale,Allagash Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Scorpion Pale Ale,Moab Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Export,Alaus Darykla Kalnapilis,Lithuania,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dry Stout,Thunderhead Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Dark Wheat,Thunderhead Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cream Ale,Thunderhead Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Porter,Thunderhead Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Amber Ale,Thunderhead Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Summer Gueuze,Thunderhead Brewery,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Double Gueuze (discontinued),Gottberg Brew Pub,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Pioneer Pale Ale (discontinued),Gottberg Brew Pub,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
English Brown Ale (discontinued),Gottberg Brew Pub,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Octoberfest (discontinued),Gottberg Brew Pub,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Porter,Broad Ripple Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Pilsner,Rock Bottom Restaurant & Brewery - Milwaukee,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hefeweizen,Rock Bottom Restaurant & Brewery - Milwaukee,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Sherwood Forest IPA,Sullivan's Black Forest Brew Haus & Grill,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Cat Tail Pale Ale,Backwater Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Centennial IPA,Founders Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Bill Old Ale,Lafayette Brewing,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Stein Bock,Stone City Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
120 Shilling Scotch Ale,Kuhnhenn Brewing,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Caramel Rye,Old Hat Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Alt,Old Hat Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Amber Plus,Illinois Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Dark Star,BBC Brewing Co. LLC,United States,Irish Ale,Porter,Dark and roasty,Burgers
American Pale Ale,BBC Brewing Co. LLC,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Dreadnaught Imperial IPA,Three Floyds Brewing,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Top Heavy Hefeweizen,Piece,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
9 Wheats,Fitger's Brewhouse Brewery and Grill,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Blonde Bock,Moosejaw Pizza & Dells Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Irish Red Ale,Water Street Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Scottish Ale,Aberdeen Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Roundout Pale Ale,Mickey Finn's Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Altbier,BluCreek Brewing Company,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Whiskey Barrel Whitetail Cream Ale,Sand Creek Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Artisan Saison,Rocky River Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oompa Loompa Chocolate Stout,Rocky River Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dubbel Dragon,Dragonmead Microbrewery,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Caramel Bock,August Schell Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
London Banker ESB,Granite City Food & Brewery - Saint Cloud,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Red Lager,South Shore Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pale Ale,Onion Pub & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Blackburn Doppelbock,Founders Hill Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Hopfenkopf,Twin Ports Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Porter,Onopa Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Oak Aged Single Malt,Minneapolis Town Hall Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Skeezer Barley Wine,Pearl Street Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hemp Ale,America's Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Evolutionary IPA,Glen Ellyn Sports Brew,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Bitter Woman From Hell Extra IPA,Tyranena Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
India Pale Ale,Arcadia Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Madelia Mild,Bandana Brewery,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
