Peninsula Pirate Pilsner,Sturgeon Bay Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Last Stop Stout,Sturgeon Bay Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Rye I Oughta,Milwaukee Ale House,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Duggie Meyer Wee Heavy,Milwaukee Ale House,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Barleywine,Rock Bottom Restaurant & Brewery - Milwaukee,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Jack Stout,Wild Onion Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Porter,EndeHouse Brewery and Restaurant,United States,Irish Ale,Porter,Dark and roasty,Burgers
Dunkelweiss,EndeHouse Brewery and Restaurant,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Rendezvous Bire de Garde,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Capital Dark Doppelbock,Capital Brewery,United States,German Lager,German-Style Doppelbock,Malty and roasty,Steak
Old Kentucky Stout,Great Dane Pub and Brewing #1,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Nocturn,Remington Watson Smith Brewing,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Amber Ale,Remington Watson Smith Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Weissenheimer Wheat,Brewmasters Restaurant and Brewery South,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Porter,Water Street Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Transcendental Wheat Beer,Port Washington Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Hinterland Packerland Pilsner,Green Bay Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pre-Prohibition Lager,Gray Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Irish Style Ale,Gray Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Amber Rye Lager,Oconomowoc Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Alt,Oconomowoc Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Samuel Adams Coastal Wheat,Boston Beer Company,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Fuel Cafe,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dousman Street Wheat,Titletown Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Raspberry Pilsner,Rail House Restaurant and Brewpub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Rye I Oughta...!,Egan Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Railroad Street Porter,Loaf and Stein Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Nut Brown,Loaf and Stein Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Red Ale,Loaf and Stein Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Blonde,Loaf and Stein Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Amber,Brown Street Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Czech Pilsner,Brown Street Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Traditional Brackett,White Winter Winery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Firestarter Smoked Lager,Minocqua Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
#40 Golden Lager,Minocqua Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bohemian Pilsner,Minocqua Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Amber,Legends Brewhouse & Eatery of Green Bay,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Wheat,Legends Brewhouse & Eatery of Green Bay,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Light,Legends Brewhouse & Eatery of Green Bay,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Singletrack Copper Ale,Boulder Beer Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Weizen Bier,Brauerei Herrenhausen,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Broke Spoke Pilsner,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
London Porter,Angelic Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Shakedown Nut Brown,Angelic Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Bacchanal Blonde,Angelic Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Klisch,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Blonde Ale,Egan Brewing,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Freys Weizen,Egan Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Anniversary Ale,Sprecher Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
IPA,Sprecher Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Pumpkin Lager,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Sheepshead Stout,Milwaukee Ale House,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pull Chain Pail Ale,Milwaukee Ale House,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Downtown Lites Honey Ale,Milwaukee Ale House,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Session Ale,Milwaukee Ale House,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
English Brown Ale,Water Street Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Pale Ale,Water Street Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Old World Oktoberfest,Water Street Brewery,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Amber,Water Street Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Bavarian Weiss Beer,Water Street Brewery,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Honey Lager Light,Water Street Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pils,Water Street Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Main Street Brown Ale,Harbor City Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Post Washington Octoberfest,Port Washington Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Old Port Porter,Port Washington Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Amber Ale,Port Washington Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Pier 96 Lager,Port Washington Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
1916 Irish Stout,Egan Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Solstice Wheat,New Glarus Brewing Company,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Stout (discontinued),Rail House Restaurant and Brewpub,United States,German Lager,German-Style Schwarzbier,Dark and roasty,Vegetables
Oktoberfest (discontinued),Rail House Restaurant and Brewpub,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Silver Cream,Rail House Restaurant and Brewpub,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pilsner (discontinued),Rail House Restaurant and Brewpub,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Steinworthy Oktoberfest,Egan Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Rauch Ale,JT Whitney's Brewpub and Eatery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Staghorn Oktoberfest,New Glarus Brewing Company,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Frozen Tundra,JT Whitney's Brewpub and Eatery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Duinen Tripel,Brouwerij Huyghe,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hefeweizen,Jacob Leinenkugel Brewing Company,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Oktoberfest,Brauerei Beck,Germany,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Sesquicentennial Light Ale,Fratellos Restaurant and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Foxtoberfest,Fratellos Restaurant and Brewery,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Fox River Golden Ale,Fratellos Restaurant and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Raspberry Ginger Mead,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Abbot Pennings Trippel,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Princess of Darkness Porter,Egan Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Premium Pilsener,Brauerei Herrenhausen,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lindener Spezial,Gilde Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pilsener,Gilde Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
IPA,Ushers of Trowbridge,United Kingdom,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
IPA,Tollemache and Cobbold Brewery,United Kingdom,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Robertus,Bierbrouwerij St.Christoffel,Netherlands,North American Lager,American-Style Lager,Clean and crisp,Pasta
Lager,Swan Brewery,Australia,North American Lager,American-Style Lager,Clean and crisp,Pasta
Columbus Bock,Stieglbrauerei zu Salzburg GmbH,Austria,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Columbus Pils,Stieglbrauerei zu Salzburg GmbH,Austria,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Lager,Tennent Caledonian Brewery,United Kingdom,North American Lager,American-Style Lager,Clean and crisp,Pasta
Traditional Welsh Ale,SA Brain & Co. Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
White Ale,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
New Century Beer,Titletown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Schlafly Witbier,Saint Louis Brewery / Schlafy Tap Room,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bullseye Bitter ESB,Circle V Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Steamboat Oatmeal Stout,Crooked Waters Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Iowa Pale Ale,Stone City Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Framboise,Diamondback Brewery,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Hop-Stuffed Pale Ale,Bibiana Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Bourbon County Stout,Goose Island Beer Company - Clybourn,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Lake Effect Stout,Roffey Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Alt,Atwater Block Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Klsch,Atwater Block Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dunkel,Atwater Block Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
X-Line,Atwater Block Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wheat,Atwater Block Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Pilsner,Atwater Block Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Witbier,South Shore Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Raspberry,Shipwrecked Brew Pub,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Peninsula Porter,Shipwrecked Brew Pub,United States,Irish Ale,Porter,Dark and roasty,Burgers
Lighthouse Light,Shipwrecked Brew Pub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Door County Cherry Wheat,Shipwrecked Brew Pub,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Bayside Blonde Ale,Shipwrecked Brew Pub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lighthouse Amber Lager,Sturgeon Bay Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Highway to Helles,Sturgeon Bay Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Summer Wheat,Sturgeon Bay Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Cherry Rail,Cherryland Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Raspberry Beer,Cherryland Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Poorter,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
St. Paul Triple,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chapeau Tropical Lambic,Brewery De Troch,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
St. Paul Double,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chapeau Fraises Lambic,Brewery De Troch,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Berkshire Springs Stock Ale,Tunner's Guild Brewing Systems,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Chapeau Peche Lambic,Brewery De Troch,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Barbary Coast Brand Gold Rush Style Beer,Tunner's Guild Brewing Systems,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chapeau Mirabelle Lambic,Brewery De Troch,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
St. Sebastiaan Dark,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chapeau Exotic Lambic,Brewery De Troch,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Wisconsin Belgian Red Brand,New Glarus Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bokrijks Kruikenbier,Brouwerij Sterkens,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Piedmont Porter,Tunner's Guild Brewing Systems,United States,Irish Ale,Porter,Dark and roasty,Burgers
Black Honey Ale,Devil Mountain Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Castelain Blond Biere de Garde,Brasserie Bnifontaine,France,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Rock River Lager Beer,Tunner's Guild Brewing Systems,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
